file_id,api,rank,operation,segment,offset,size,start,end,ost
6517466534741987542,POSIX,0,read,0,0,4194304,36.8727,36.8792,277
6517466534741987542,POSIX,0,read,1,156692089,22,36.8793,36.8799,277
6517466534741987542,POSIX,0,read,2,156692111,0,36.8803,36.8803,
6517466534741987542,POSIX,0,read,3,156692069,42,36.8803,36.8803,277
6517466534741987542,POSIX,0,read,4,156691987,124,36.8804,36.8804,277
6517466534741987542,POSIX,0,read,5,0,4194304,36.8805,36.8808,277
6517466534741987542,POSIX,0,read,6,4194304,4194304,36.8860,36.8926,277
6517466534741987542,POSIX,0,read,7,8388608,4194304,36.8975,36.9038,277
6517466534741987542,POSIX,0,read,8,12582912,4194304,36.9079,36.9172,277
6517466534741987542,POSIX,0,read,9,16777216,4194304,36.9215,36.9223,277
6517466534741987542,POSIX,0,read,10,20971520,4194304,36.9264,36.9406,277
6517466534741987542,POSIX,0,read,11,25165824,4194304,36.9446,36.9453,277
6517466534741987542,POSIX,0,read,12,29360128,4194304,36.9494,36.9626,277
6517466534741987542,POSIX,0,read,13,33554432,4194304,36.9667,36.9675,277
6517466534741987542,POSIX,0,read,14,37748736,4194304,36.9716,36.9852,277
6517466534741987542,POSIX,0,read,15,41943040,4194304,36.9895,36.9904,277
6517466534741987542,POSIX,0,read,16,46137344,4194304,36.9945,37.0084,277
6517466534741987542,POSIX,0,read,17,50331648,4194304,37.0125,37.0134,277
6517466534741987542,POSIX,0,read,18,54525952,4194304,37.0177,37.0313,277
6517466534741987542,POSIX,0,read,19,58720256,4194304,37.0357,37.0366,277
6517466534741987542,POSIX,0,read,20,62914560,4194304,37.0406,37.0547,277
6517466534741987542,POSIX,0,read,21,67108864,4194304,37.0589,37.0597,277
6517466534741987542,POSIX,0,read,22,71303168,4194304,37.0638,37.0756,277
6517466534741987542,POSIX,0,read,23,75497472,4194304,37.0830,37.0837,277
6517466534741987542,POSIX,0,read,24,79691776,4194304,37.0866,37.0961,277
6517466534741987542,POSIX,0,read,25,83886080,4194304,37.1007,37.1015,277
6517466534741987542,POSIX,0,read,26,88080384,4194304,37.1041,37.1062,277
6517466534741987542,POSIX,0,read,27,92274688,4194304,37.1100,37.1115,277
6517466534741987542,POSIX,0,read,28,96468992,4194304,37.1142,37.1157,277
6517466534741987542,POSIX,0,read,29,100663296,4194304,37.1184,37.1199,277
6517466534741987542,POSIX,0,read,30,104857600,4194304,37.1230,37.1244,277
6517466534741987542,POSIX,0,read,31,109051904,4194304,37.1270,37.1284,277
6517466534741987542,POSIX,0,read,32,113246208,4194304,37.1320,37.1335,277
6517466534741987542,POSIX,0,read,33,117440512,4194304,37.1362,37.1376,277
6517466534741987542,POSIX,0,read,34,121634816,4194304,37.1404,37.1418,277
6517466534741987542,POSIX,0,read,35,125829120,4194304,37.1451,37.1466,277
6517466534741987542,POSIX,0,read,36,130023424,4194304,37.1492,37.1506,277
6517466534741987542,POSIX,0,read,37,134217728,4194304,37.1541,37.1556,277
6517466534741987542,POSIX,0,read,38,138412032,4194304,37.1583,37.1598,277
6517466534741987542,POSIX,0,read,39,142606336,4194304,37.1625,37.1639,277
6517466534741987542,POSIX,0,read,40,146800640,4194304,37.1669,37.1687,277
6517466534741987542,POSIX,0,read,41,150994944,4194304,37.1714,37.1729,277
6517466534741987542,POSIX,0,read,42,155189248,1502863,37.1763,37.1768,277
6517466534741987542,POSIX,0,read,43,0,4194304,40.6659,40.6666,277
6517466534741987542,POSIX,0,read,44,156692089,22,40.6667,40.6667,277
6517466534741987542,POSIX,0,read,45,156692111,0,40.6668,40.6668,
6517466534741987542,POSIX,0,read,46,156692069,42,40.6668,40.6668,277
6517466534741987542,POSIX,0,read,47,156691987,124,40.6668,40.6668,277
6517466534741987542,POSIX,0,read,48,0,4194304,40.6669,40.6673,277
6517466534741987542,POSIX,0,read,49,4194304,4194304,40.6746,40.6750,277
6517466534741987542,POSIX,0,read,50,8388608,4194304,40.6793,40.6798,277
6517466534741987542,POSIX,0,read,51,12582912,4194304,40.6841,40.6846,277
6517466534741987542,POSIX,0,read,52,16777216,4194304,40.6889,40.6893,277
6517466534741987542,POSIX,0,read,53,20971520,4194304,40.6934,40.6938,277
6517466534741987542,POSIX,0,read,54,25165824,4194304,40.6980,40.6984,277
6517466534741987542,POSIX,0,read,55,29360128,4194304,40.7026,40.7030,277
6517466534741987542,POSIX,0,read,56,33554432,4194304,40.7072,40.7076,277
6517466534741987542,POSIX,0,read,57,37748736,4194304,40.7118,40.7122,277
6517466534741987542,POSIX,0,read,58,41943040,4194304,40.7164,40.7168,277
6517466534741987542,POSIX,0,read,59,46137344,4194304,40.7209,40.7213,277
6517466534741987542,POSIX,0,read,60,50331648,4194304,40.7253,40.7257,277
6517466534741987542,POSIX,0,read,61,54525952,4194304,40.7301,40.7305,277
6517466534741987542,POSIX,0,read,62,58720256,4194304,40.7346,40.7350,277
6517466534741987542,POSIX,0,read,63,62914560,4194304,40.7393,40.7397,277
6517466534741987542,POSIX,0,read,64,67108864,4194304,40.7439,40.7443,277
6517466534741987542,POSIX,0,read,65,71303168,4194304,40.7485,40.7488,277
6517466534741987542,POSIX,0,read,66,75497472,4194304,40.7527,40.7531,277
6517466534741987542,POSIX,0,read,67,79691776,4194304,40.7572,40.7576,277
6517466534741987542,POSIX,0,read,68,83886080,4194304,40.7616,40.7620,277
6517466534741987542,POSIX,0,read,69,88080384,4194304,40.7662,40.7666,277
6517466534741987542,POSIX,0,read,70,92274688,4194304,40.7725,40.7729,277
6517466534741987542,POSIX,0,read,71,96468992,4194304,40.7764,40.7768,277
6517466534741987542,POSIX,0,read,72,100663296,4194304,40.7799,40.7802,277
6517466534741987542,POSIX,0,read,73,104857600,4194304,40.7833,40.7836,277
6517466534741987542,POSIX,0,read,74,109051904,4194304,40.7865,40.7868,277
6517466534741987542,POSIX,0,read,75,113246208,4194304,40.7898,40.7901,277
6517466534741987542,POSIX,0,read,76,117440512,4194304,40.7931,40.7934,277
6517466534741987542,POSIX,0,read,77,121634816,4194304,40.7962,40.7965,277
6517466534741987542,POSIX,0,read,78,125829120,4194304,40.7992,40.7995,277
6517466534741987542,POSIX,0,read,79,130023424,4194304,40.8021,40.8024,277
6517466534741987542,POSIX,0,read,80,134217728,4194304,40.8050,40.8053,277
6517466534741987542,POSIX,0,read,81,138412032,4194304,40.8079,40.8082,277
6517466534741987542,POSIX,0,read,82,142606336,4194304,40.8110,40.8113,277
6517466534741987542,POSIX,0,read,83,146800640,4194304,40.8139,40.8142,277
