file_id,api,rank,operation,segment,offset,size,start,end,ost
1189116090532669935,POSIX,9,read,0,0,4194304,2.9922,2.9982,142
1189116090532669935,POSIX,9,read,1,224093601,22,2.9984,2.9987,142
1189116090532669935,POSIX,9,read,2,224093623,0,2.9987,2.9987,
1189116090532669935,POSIX,9,read,3,224093581,42,2.9987,2.9988,142
1189116090532669935,POSIX,9,read,4,224093499,124,2.9988,2.9988,142
1189116090532669935,POSIX,9,read,5,0,4194304,2.9989,2.9992,142
1189116090532669935,POSIX,9,read,6,4194304,4194304,3.0043,3.0108,142
1189116090532669935,POSIX,9,read,7,8388608,4194304,3.0136,3.0185,142
1189116090532669935,POSIX,9,read,8,12582912,4194304,3.0214,3.0294,142
1189116090532669935,POSIX,9,read,9,16777216,4194304,3.0322,3.0328,142
1189116090532669935,POSIX,9,read,10,20971520,4194304,3.0355,3.0474,142
1189116090532669935,POSIX,9,read,11,25165824,4194304,3.0502,3.0508,142
1189116090532669935,POSIX,9,read,12,29360128,4194304,3.0534,3.0640,142
1189116090532669935,POSIX,9,read,13,33554432,4194304,3.0670,3.0676,142
1189116090532669935,POSIX,9,read,14,37748736,4194304,3.0703,3.0804,142
1189116090532669935,POSIX,9,read,15,41943040,4194304,3.0833,3.0840,142
1189116090532669935,POSIX,9,read,16,46137344,4194304,3.0867,3.0969,142
1189116090532669935,POSIX,9,read,17,50331648,4194304,3.0998,3.1005,142
1189116090532669935,POSIX,9,read,18,54525952,4194304,3.1038,3.1138,142
1189116090532669935,POSIX,9,read,19,58720256,4194304,3.1165,3.1171,142
1189116090532669935,POSIX,9,read,20,62914560,4194304,3.1197,3.1294,142
1189116090532669935,POSIX,9,read,21,67108864,4194304,3.1321,3.1327,142
1189116090532669935,POSIX,9,read,22,71303168,4194304,3.1353,3.1452,142
1189116090532669935,POSIX,9,read,23,75497472,4194304,3.1479,3.1486,142
1189116090532669935,POSIX,9,read,24,79691776,4194304,3.1512,3.1611,142
1189116090532669935,POSIX,9,read,25,83886080,4194304,3.1639,3.1646,142
1189116090532669935,POSIX,9,read,26,88080384,4194304,3.1672,3.1769,142
1189116090532669935,POSIX,9,read,27,92274688,4194304,3.1796,3.1802,142
1189116090532669935,POSIX,9,read,28,96468992,4194304,3.1828,3.1924,142
1189116090532669935,POSIX,9,read,29,100663296,4194304,3.1951,3.1957,142
1189116090532669935,POSIX,9,read,30,104857600,4194304,3.1983,3.2078,142
1189116090532669935,POSIX,9,read,31,109051904,4194304,3.2105,3.2111,142
1189116090532669935,POSIX,9,read,32,113246208,4194304,3.2137,3.2235,142
1189116090532669935,POSIX,9,read,33,117440512,4194304,3.2262,3.2268,142
1189116090532669935,POSIX,9,read,34,121634816,4194304,3.2294,3.2317,142
1189116090532669935,POSIX,9,read,35,125829120,4194304,3.2344,3.2358,142
1189116090532669935,POSIX,9,read,36,130023424,4194304,3.2385,3.2398,142
1189116090532669935,POSIX,9,read,37,134217728,4194304,3.2425,3.2438,142
1189116090532669935,POSIX,9,read,38,138412032,4194304,3.2464,3.2479,142
1189116090532669935,POSIX,9,read,39,142606336,4194304,3.2505,3.2519,142
1189116090532669935,POSIX,9,read,40,146800640,4194304,3.2545,3.2559,142
1189116090532669935,POSIX,9,read,41,150994944,4194304,3.2585,3.2598,142
1189116090532669935,POSIX,9,read,42,155189248,4194304,3.2624,3.2638,142
1189116090532669935,POSIX,9,read,43,159383552,4194304,3.2664,3.2678,142
1189116090532669935,POSIX,9,read,44,163577856,4194304,3.2705,3.2718,142
1189116090532669935,POSIX,9,read,45,167772160,4194304,3.2744,3.2758,142
1189116090532669935,POSIX,9,read,46,171966464,4194304,3.2784,3.2797,142
1189116090532669935,POSIX,9,read,47,176160768,4194304,3.2824,3.2838,142
1189116090532669935,POSIX,9,read,48,180355072,4194304,3.2864,3.2878,142
1189116090532669935,POSIX,9,read,49,184549376,4194304,3.2905,3.2918,142
1189116090532669935,POSIX,9,read,50,188743680,4194304,3.2944,3.2957,142
1189116090532669935,POSIX,9,read,51,192937984,4194304,3.2984,3.2997,142
1189116090532669935,POSIX,9,read,52,197132288,4194304,3.3023,3.3038,142
1189116090532669935,POSIX,9,read,53,201326592,4194304,3.3064,3.3078,142
1189116090532669935,POSIX,9,read,54,205520896,4194304,3.3105,3.3118,142
1189116090532669935,POSIX,9,read,55,209715200,4194304,3.3145,3.3158,142
1189116090532669935,POSIX,9,read,56,213909504,4194304,3.3185,3.3199,142
1189116090532669935,POSIX,9,read,57,218103808,4194304,3.3225,3.3238,142
1189116090532669935,POSIX,9,read,58,222298112,1795511,3.3265,3.3271,142
1189116090532669935,POSIX,9,read,59,0,4194304,6.7020,6.7027,142
1189116090532669935,POSIX,9,read,60,224093601,22,6.7028,6.7029,142
1189116090532669935,POSIX,9,read,61,224093623,0,6.7029,6.7029,
1189116090532669935,POSIX,9,read,62,224093581,42,6.7029,6.7029,142
1189116090532669935,POSIX,9,read,63,224093499,124,6.7029,6.7029,142
1189116090532669935,POSIX,9,read,64,0,4194304,6.7030,6.7034,142
1189116090532669935,POSIX,9,read,65,4194304,4194304,6.7085,6.7088,142
1189116090532669935,POSIX,9,read,66,8388608,4194304,6.7130,6.7134,142
1189116090532669935,POSIX,9,read,67,12582912,4194304,6.7176,6.7179,142
1189116090532669935,POSIX,9,read,68,16777216,4194304,6.7221,6.7225,142
1189116090532669935,POSIX,9,read,69,20971520,4194304,6.7266,6.7270,142
1189116090532669935,POSIX,9,read,70,25165824,4194304,6.7297,6.7300,142
1189116090532669935,POSIX,9,read,71,29360128,4194304,6.7335,6.7338,142
1189116090532669935,POSIX,9,read,72,33554432,4194304,6.7364,6.7368,142
1189116090532669935,POSIX,9,read,73,37748736,4194304,6.7393,6.7396,142
1189116090532669935,POSIX,9,read,74,41943040,4194304,6.7422,6.7425,142
1189116090532669935,POSIX,9,read,75,46137344,4194304,6.7452,6.7455,142
1189116090532669935,POSIX,9,read,76,50331648,4194304,6.7481,6.7484,142
1189116090532669935,POSIX,9,read,77,54525952,4194304,6.7509,6.7512,142
1189116090532669935,POSIX,9,read,78,58720256,4194304,6.7537,6.7540,142
1189116090532669935,POSIX,9,read,79,62914560,4194304,6.7565,6.7568,142
1189116090532669935,POSIX,9,read,80,67108864,4194304,6.7593,6.7596,142
1189116090532669935,POSIX,9,read,81,71303168,4194304,6.7622,6.7625,142
1189116090532669935,POSIX,9,read,82,75497472,4194304,6.7649,6.7653,142
1189116090532669935,POSIX,9,read,83,79691776,4194304,6.7679,6.7683,142
1189116090532669935,POSIX,9,read,84,83886080,4194304,6.7709,6.7712,142
1189116090532669935,POSIX,9,read,85,88080384,4194304,6.7737,6.7741,142
1189116090532669935,POSIX,9,read,86,92274688,4194304,6.7766,6.7769,142
1189116090532669935,POSIX,9,read,87,96468992,4194304,6.7795,6.7798,142
1189116090532669935,POSIX,9,read,88,100663296,4194304,6.7823,6.7826,142
1189116090532669935,POSIX,9,read,89,104857600,4194304,6.7851,6.7854,142
1189116090532669935,POSIX,9,read,90,109051904,4194304,6.7880,6.7883,142
1189116090532669935,POSIX,9,read,91,113246208,4194304,6.7908,6.7911,142
1189116090532669935,POSIX,9,read,92,117440512,4194304,6.7937,6.7940,142
1189116090532669935,POSIX,9,read,93,121634816,4194304,6.7965,6.7969,142
1189116090532669935,POSIX,9,read,94,125829120,4194304,6.7994,6.7997,142
1189116090532669935,POSIX,9,read,95,130023424,4194304,6.8022,6.8025,142
1189116090532669935,POSIX,9,read,96,134217728,4194304,6.8050,6.8053,142
1189116090532669935,POSIX,9,read,97,138412032,4194304,6.8079,6.8083,142
1189116090532669935,POSIX,9,read,98,142606336,4194304,6.8109,6.8113,142
1189116090532669935,POSIX,9,read,99,146800640,4194304,6.8138,6.8141,142
1189116090532669935,POSIX,9,read,100,150994944,4194304,6.8166,6.8170,142
1189116090532669935,POSIX,9,read,101,155189248,4194304,6.8195,6.8198,142
1189116090532669935,POSIX,9,read,102,159383552,4194304,6.8223,6.8226,142
1189116090532669935,POSIX,9,read,103,163577856,4194304,6.8250,6.8254,142
1189116090532669935,POSIX,9,read,104,167772160,4194304,6.8280,6.8283,142
1189116090532669935,POSIX,9,read,105,171966464,4194304,6.8308,6.8311,142
1189116090532669935,POSIX,9,read,106,176160768,4194304,6.8337,6.8340,142
1189116090532669935,POSIX,9,read,107,180355072,4194304,6.8364,6.8368,142
1189116090532669935,POSIX,9,read,108,184549376,4194304,6.8392,6.8395,142
1189116090532669935,POSIX,9,read,109,188743680,4194304,6.8420,6.8423,142
1189116090532669935,POSIX,9,read,110,192937984,4194304,6.8449,6.8452,142
1189116090532669935,POSIX,9,read,111,197132288,4194304,6.8478,6.8481,142
1189116090532669935,POSIX,9,read,112,201326592,4194304,6.8506,6.8509,142
1189116090532669935,POSIX,9,read,113,205520896,4194304,6.8535,6.8538,142
1189116090532669935,POSIX,9,read,114,209715200,4194304,6.8564,6.8568,142
1189116090532669935,POSIX,9,read,115,213909504,4194304,6.8594,6.8597,142
1189116090532669935,POSIX,9,read,116,218103808,4194304,6.8622,6.8625,142
1189116090532669935,POSIX,9,read,117,222298112,1795511,6.8674,6.8676,142
1189116090532669935,POSIX,9,read,118,0,4194304,11.8394,11.8399,142
1189116090532669935,POSIX,9,read,119,224093601,22,11.8400,11.8400,142
1189116090532669935,POSIX,9,read,120,224093623,0,11.8400,11.8400,
1189116090532669935,POSIX,9,read,121,224093581,42,11.8401,11.8401,142
1189116090532669935,POSIX,9,read,122,224093499,124,11.8401,11.8401,142
1189116090532669935,POSIX,9,read,123,0,4194304,11.8402,11.8407,142
1189116090532669935,POSIX,9,read,124,4194304,4194304,11.8463,11.8469,142
1189116090532669935,POSIX,9,read,125,8388608,4194304,11.8495,11.8501,142
1189116090532669935,POSIX,9,read,126,12582912,4194304,11.8527,11.8533,142
1189116090532669935,POSIX,9,read,127,16777216,4194304,11.8559,11.8565,142
1189116090532669935,POSIX,9,read,128,20971520,4194304,11.8591,11.8596,142
1189116090532669935,POSIX,9,read,129,25165824,4194304,11.8621,11.8626,142
1189116090532669935,POSIX,9,read,130,29360128,4194304,11.8651,11.8656,142
1189116090532669935,POSIX,9,read,131,33554432,4194304,11.8682,11.8687,142
1189116090532669935,POSIX,9,read,132,37748736,4194304,11.8711,11.8716,142
1189116090532669935,POSIX,9,read,133,41943040,4194304,11.8740,11.8746,142
1189116090532669935,POSIX,9,read,134,46137344,4194304,11.8769,11.8775,142
1189116090532669935,POSIX,9,read,135,50331648,4194304,11.8800,11.8805,142
1189116090532669935,POSIX,9,read,136,54525952,4194304,11.8829,11.8834,142
1189116090532669935,POSIX,9,read,137,58720256,4194304,11.8882,11.8888,142
1189116090532669935,POSIX,9,read,138,62914560,4194304,11.8913,11.8918,142
1189116090532669935,POSIX,9,read,139,67108864,4194304,11.8942,11.8946,142
1189116090532669935,POSIX,9,read,140,71303168,4194304,11.8970,11.8975,142
1189116090532669935,POSIX,9,read,141,75497472,4194304,11.9000,11.9005,142
1189116090532669935,POSIX,9,read,142,79691776,4194304,11.9029,11.9034,142
1189116090532669935,POSIX,9,read,143,83886080,4194304,11.9059,11.9064,142
1189116090532669935,POSIX,9,read,144,88080384,4194304,11.9087,11.9092,142
1189116090532669935,POSIX,9,read,145,92274688,4194304,11.9118,11.9123,142
1189116090532669935,POSIX,9,read,146,96468992,4194304,11.9148,11.9153,142
1189116090532669935,POSIX,9,read,147,100663296,4194304,11.9179,11.9185,142
1189116090532669935,POSIX,9,read,148,104857600,4194304,11.9210,11.9215,142
1189116090532669935,POSIX,9,read,149,109051904,4194304,11.9240,11.9245,142
1189116090532669935,POSIX,9,read,150,113246208,4194304,11.9269,11.9274,142
1189116090532669935,POSIX,9,read,151,117440512,4194304,11.9298,11.9303,142
1189116090532669935,POSIX,9,read,152,121634816,4194304,11.9327,11.9332,142
1189116090532669935,POSIX,9,read,153,125829120,4194304,11.9356,11.9361,142
1189116090532669935,POSIX,9,read,154,130023424,4194304,11.9384,11.9389,142
1189116090532669935,POSIX,9,read,155,134217728,4194304,11.9413,11.9418,142
1189116090532669935,POSIX,9,read,156,138412032,4194304,11.9442,11.9447,142
1189116090532669935,POSIX,9,read,157,142606336,4194304,11.9470,11.9475,142
1189116090532669935,POSIX,9,read,158,146800640,4194304,11.9499,11.9504,142
1189116090532669935,POSIX,9,read,159,150994944,4194304,11.9528,11.9533,142
1189116090532669935,POSIX,9,read,160,155189248,4194304,11.9557,11.9562,142
1189116090532669935,POSIX,9,read,161,159383552,4194304,11.9587,11.9592,142
1189116090532669935,POSIX,9,read,162,163577856,4194304,11.9616,11.9621,142
1189116090532669935,POSIX,9,read,163,167772160,4194304,11.9647,11.9652,142
1189116090532669935,POSIX,9,read,164,171966464,4194304,11.9676,11.9681,142
1189116090532669935,POSIX,9,read,165,176160768,4194304,11.9705,11.9710,142
1189116090532669935,POSIX,9,read,166,180355072,4194304,11.9733,11.9738,142
1189116090532669935,POSIX,9,read,167,184549376,4194304,11.9762,11.9767,142
1189116090532669935,POSIX,9,read,168,188743680,4194304,11.9790,11.9795,142
1189116090532669935,POSIX,9,read,169,192937984,4194304,11.9819,11.9824,142
1189116090532669935,POSIX,9,read,170,197132288,4194304,11.9849,11.9854,142
1189116090532669935,POSIX,9,read,171,201326592,4194304,11.9879,11.9884,142
1189116090532669935,POSIX,9,read,172,205520896,4194304,11.9910,11.9915,142
1189116090532669935,POSIX,9,read,173,209715200,4194304,11.9938,11.9943,142
1189116090532669935,POSIX,9,read,174,213909504,4194304,11.9967,11.9972,142
1189116090532669935,POSIX,9,read,175,218103808,4194304,11.9996,12.0001,142
1189116090532669935,POSIX,9,read,176,222298112,1795511,12.0025,12.0028,142
1189116090532669935,POSIX,9,read,177,0,4194304,15.3627,15.3631,142
1189116090532669935,POSIX,9,read,178,224093601,22,15.3632,15.3632,142
1189116090532669935,POSIX,9,read,179,224093623,0,15.3632,15.3632,
1189116090532669935,POSIX,9,read,180,224093581,42,15.3632,15.3632,142
1189116090532669935,POSIX,9,read,181,224093499,124,15.3633,15.3633,142
1189116090532669935,POSIX,9,read,182,0,4194304,15.3633,15.3638,142
1189116090532669935,POSIX,9,read,183,4194304,4194304,15.3689,15.3694,142
1189116090532669935,POSIX,9,read,184,8388608,4194304,15.3735,15.3739,142
1189116090532669935,POSIX,9,read,185,12582912,4194304,15.3780,15.3784,142
1189116090532669935,POSIX,9,read,186,16777216,4194304,15.3825,15.3829,142
1189116090532669935,POSIX,9,read,187,20971520,4194304,15.3870,15.3875,142
1189116090532669935,POSIX,9,read,188,25165824,4194304,15.3916,15.3920,142
1189116090532669935,POSIX,9,read,189,29360128,4194304,15.3960,15.3964,142
1189116090532669935,POSIX,9,read,190,33554432,4194304,15.4003,15.4007,142
1189116090532669935,POSIX,9,read,191,37748736,4194304,15.4040,15.4044,142
1189116090532669935,POSIX,9,read,192,41943040,4194304,15.4068,15.4072,142
1189116090532669935,POSIX,9,read,193,46137344,4194304,15.4097,15.4102,142
1189116090532669935,POSIX,9,read,194,50331648,4194304,15.4127,15.4131,142
1189116090532669935,POSIX,9,read,195,54525952,4194304,15.4156,15.4160,142
1189116090532669935,POSIX,9,read,196,58720256,4194304,15.4185,15.4189,142
1189116090532669935,POSIX,9,read,197,62914560,4194304,15.4213,15.4217,142
1189116090532669935,POSIX,9,read,198,67108864,4194304,15.4242,15.4246,142
1189116090532669935,POSIX,9,read,199,71303168,4194304,15.4270,15.4274,142
1189116090532669935,POSIX,9,read,200,75497472,4194304,15.4299,15.4303,142
1189116090532669935,POSIX,9,read,201,79691776,4194304,15.4327,15.4331,142
1189116090532669935,POSIX,9,read,202,83886080,4194304,15.4354,15.4358,142
1189116090532669935,POSIX,9,read,203,88080384,4194304,15.4390,15.4394,142
1189116090532669935,POSIX,9,read,204,92274688,4194304,15.4421,15.4424,142
1189116090532669935,POSIX,9,read,205,96468992,4194304,15.4449,15.4453,142
1189116090532669935,POSIX,9,read,206,100663296,4194304,15.4479,15.4482,142
1189116090532669935,POSIX,9,read,207,104857600,4194304,15.4508,15.4511,142
1189116090532669935,POSIX,9,read,208,109051904,4194304,15.4537,15.4540,142
1189116090532669935,POSIX,9,read,209,113246208,4194304,15.4566,15.4569,142
1189116090532669935,POSIX,9,read,210,117440512,4194304,15.4595,15.4598,142
1189116090532669935,POSIX,9,read,211,121634816,4194304,15.4624,15.4627,142
1189116090532669935,POSIX,9,read,212,125829120,4194304,15.4653,15.4657,142
1189116090532669935,POSIX,9,read,213,130023424,4194304,15.4683,15.4686,142
1189116090532669935,POSIX,9,read,214,134217728,4194304,15.4711,15.4715,142
1189116090532669935,POSIX,9,read,215,138412032,4194304,15.4739,15.4742,142
1189116090532669935,POSIX,9,read,216,142606336,4194304,15.4766,15.4770,142
1189116090532669935,POSIX,9,read,217,146800640,4194304,15.4794,15.4797,142
1189116090532669935,POSIX,9,read,218,150994944,4194304,15.4820,15.4824,142
1189116090532669935,POSIX,9,read,219,155189248,4194304,15.4847,15.4851,142
1189116090532669935,POSIX,9,read,220,159383552,4194304,15.4877,15.4880,142
1189116090532669935,POSIX,9,read,221,163577856,4194304,15.4905,15.4908,142
1189116090532669935,POSIX,9,read,222,167772160,4194304,15.4933,15.4936,142
1189116090532669935,POSIX,9,read,223,171966464,4194304,15.4960,15.4963,142
1189116090532669935,POSIX,9,read,224,176160768,4194304,15.4987,15.4991,142
1189116090532669935,POSIX,9,read,225,180355072,4194304,15.5014,15.5018,142
1189116090532669935,POSIX,9,read,226,184549376,4194304,15.5041,15.5045,142
1189116090532669935,POSIX,9,read,227,188743680,4194304,15.5069,15.5073,142
1189116090532669935,POSIX,9,read,228,192937984,4194304,15.5099,15.5102,142
1189116090532669935,POSIX,9,read,229,197132288,4194304,15.5128,15.5132,142
1189116090532669935,POSIX,9,read,230,201326592,4194304,15.5155,15.5158,142
1189116090532669935,POSIX,9,read,231,205520896,4194304,15.5182,15.5186,142
1189116090532669935,POSIX,9,read,232,209715200,4194304,15.5211,15.5214,142
1189116090532669935,POSIX,9,read,233,213909504,4194304,15.5238,15.5241,142
1189116090532669935,POSIX,9,read,234,218103808,4194304,15.5267,15.5271,142
1189116090532669935,POSIX,9,read,235,222298112,1795511,15.5294,15.5296,142
1189116090532669935,POSIX,9,read,236,0,4194304,18.8416,18.8420,142
1189116090532669935,POSIX,9,read,237,224093601,22,18.8421,18.8421,142
1189116090532669935,POSIX,9,read,238,224093623,0,18.8421,18.8421,
1189116090532669935,POSIX,9,read,239,224093581,42,18.8421,18.8422,142
1189116090532669935,POSIX,9,read,240,224093499,124,18.8422,18.8422,142
1189116090532669935,POSIX,9,read,241,0,4194304,18.8423,18.8428,142
1189116090532669935,POSIX,9,read,242,4194304,4194304,18.8476,18.8479,142
1189116090532669935,POSIX,9,read,243,8388608,4194304,18.8508,18.8511,142
1189116090532669935,POSIX,9,read,244,12582912,4194304,18.8539,18.8543,142
1189116090532669935,POSIX,9,read,245,16777216,4194304,18.8570,18.8573,142
1189116090532669935,POSIX,9,read,246,20971520,4194304,18.8600,18.8604,142
1189116090532669935,POSIX,9,read,247,25165824,4194304,18.8630,18.8634,142
